"ID","Year","Month","Element","Day","Value","DecYear","Latitude","Longitude","Elevation","Name"
"UKE00105875",1960,1,"TMIN",4,3.3,1960.00819672131,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,1,"TMIN",5,0,1960.01092896175,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,1,"TMIN",8,-1.7,1960.01912568306,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,1,"TMIN",14,-3.9,1960.03551912568,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,1,"TMIN",19,-3.9,1960.04918032787,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,1,"TMIN",31,-1.7,1960.08196721311,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,2,"TMIN",6,-2.8,1960.09836065574,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,2,"TMIN",17,-7.8,1960.12841530055,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,2,"TMIN",26,-2.8,1960.15300546448,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,2,"TMIN",28,2.2,1960.15846994536,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,3,"TMIN",8,-1.1,1960.18306010929,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,3,"TMIN",14,1.7,1960.19945355191,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,3,"TMIN",25,-2.2,1960.22950819672,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,3,"TMIN",29,-1.1,1960.24043715847,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,4,"TMIN",19,0,1960.29781420765,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,4,"TMIN",22,4.4,1960.30601092896,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,5,"TMIN",11,-0.6,1960.35792349727,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,5,"TMIN",15,3.9,1960.36885245902,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,5,"TMIN",19,2.8,1960.37978142077,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,5,"TMIN",30,1.1,1960.40983606557,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,7,"TMIN",5,7.2,1960.50819672131,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,7,"TMIN",6,10.6,1960.51092896175,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,7,"TMIN",14,8.3,1960.53278688525,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,7,"TMIN",19,8.9,1960.54644808743,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,7,"TMIN",28,10.6,1960.57103825137,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,7,"TMIN",31,5.6,1960.57923497268,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,8,"TMIN",2,3.3,1960.58469945355,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,8,"TMIN",6,6.7,1960.5956284153,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,8,"TMIN",7,11.1,1960.59836065574,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,8,"TMIN",9,7.2,1960.60382513661,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,8,"TMIN",30,9.4,1960.66120218579,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",2,-1.1,1960.6693989071,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",18,10,1960.7131147541,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",19,8.3,1960.71584699454,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",22,6.1,1960.72404371585,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",23,0,1960.72677595628,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",24,10,1960.72950819672,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",25,3.3,1960.73224043716,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,9,"TMIN",28,5.6,1960.74043715847,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,10,"TMIN",10,6.7,1960.77322404372,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,10,"TMIN",11,3.3,1960.77595628415,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,10,"TMIN",25,4.4,1960.81420765027,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,10,"TMIN",28,5.6,1960.82240437158,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,11,"TMIN",1,4.4,1960.83333333333,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,11,"TMIN",3,2.2,1960.83879781421,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,11,"TMIN",4,1.7,1960.84153005464,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,11,"TMIN",5,0,1960.84426229508,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,11,"TMIN",8,-6.7,1960.85245901639,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,11,"TMIN",13,3.9,1960.86612021858,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,11,"TMIN",27,-2.2,1960.9043715847,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1960,12,"TMIN",29,-5,1960.99180327869,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,1,"TMIN",3,-3.9,1961.00547945205,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,1,"TMIN",8,-6.1,1961.01917808219,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,1,"TMIN",16,-11.7,1961.04109589041,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,2,"TMIN",1,-2.8,1961.08493150685,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,2,"TMIN",10,2.2,1961.1095890411,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,2,"TMIN",12,2.2,1961.11506849315,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,2,"TMIN",14,5.6,1961.12054794521,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,2,"TMIN",16,0,1961.12602739726,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,2,"TMIN",28,0.6,1961.15890410959,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,3,"TMIN",4,6.1,1961.1698630137,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,3,"TMIN",10,2.2,1961.18630136986,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,3,"TMIN",11,0,1961.18904109589,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,3,"TMIN",31,-2.8,1961.24383561644,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,4,"TMIN",11,4.4,1961.27397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,4,"TMIN",20,4.4,1961.29863013699,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,4,"TMIN",23,6.7,1961.30684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,4,"TMIN",25,-0.6,1961.31232876712,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,4,"TMIN",26,6.1,1961.31506849315,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,4,"TMIN",29,6.1,1961.32328767123,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,5,"TMIN",3,1.1,1961.33424657534,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,5,"TMIN",7,5,1961.34520547945,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,5,"TMIN",9,5.6,1961.35068493151,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,5,"TMIN",18,4.4,1961.37534246575,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,5,"TMIN",22,7.2,1961.38630136986,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,6,"TMIN",3,10,1961.41917808219,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,6,"TMIN",6,10,1961.42739726027,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,6,"TMIN",24,10.6,1961.47671232877,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,6,"TMIN",27,5.6,1961.48493150685,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,6,"TMIN",30,5,1961.49315068493,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,7,"TMIN",5,6.7,1961.50684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,7,"TMIN",15,3.9,1961.53424657534,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,7,"TMIN",26,11.7,1961.56438356164,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,7,"TMIN",27,10,1961.56712328767,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,9,"TMIN",4,8.3,1961.67397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,9,"TMIN",8,4.4,1961.68493150685,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,9,"TMIN",10,11.7,1961.6904109589,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,9,"TMIN",17,10,1961.7095890411,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,9,"TMIN",19,3.9,1961.71506849315,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,9,"TMIN",23,5,1961.72602739726,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,9,"TMIN",28,8.3,1961.7397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,10,"TMIN",1,2.2,1961.74794520548,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,10,"TMIN",21,2.8,1961.80273972603,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,10,"TMIN",23,5,1961.80821917808,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,10,"TMIN",24,4.4,1961.81095890411,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,10,"TMIN",25,3.3,1961.81369863014,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,11,"TMIN",1,4.4,1961.83287671233,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,11,"TMIN",4,-0.6,1961.84109589041,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,11,"TMIN",10,-4.4,1961.85753424658,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,11,"TMIN",20,-3.3,1961.88493150685,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,11,"TMIN",26,-5.6,1961.90136986301,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,11,"TMIN",30,-0.6,1961.91232876712,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,12,"TMIN",6,-5,1961.92876712329,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,12,"TMIN",8,-11.1,1961.93424657534,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,12,"TMIN",10,-8.3,1961.9397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1961,12,"TMIN",20,-5.6,1961.96712328767,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,1,"TMIN",6,-0.6,1962.01369863014,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,1,"TMIN",13,-2.2,1962.03287671233,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,1,"TMIN",14,-5,1962.03561643836,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,1,"TMIN",20,1.7,1962.05205479452,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,1,"TMIN",23,-1.1,1962.0602739726,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,2,"TMIN",9,0,1962.10684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,2,"TMIN",15,-2.8,1962.12328767123,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,2,"TMIN",28,-2.8,1962.15890410959,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,3,"TMIN",2,-1.7,1962.16438356164,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,3,"TMIN",4,-5.6,1962.1698630137,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,3,"TMIN",7,-14.4,1962.17808219178,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,3,"TMIN",11,-1.7,1962.18904109589,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,3,"TMIN",14,-5.6,1962.19726027397,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,3,"TMIN",17,-6.7,1962.20547945205,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,3,"TMIN",19,0.6,1962.21095890411,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,4,"TMIN",11,2.8,1962.27397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,4,"TMIN",12,0,1962.27671232877,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,4,"TMIN",23,-1.7,1962.30684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",4,2.8,1962.33698630137,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",9,2.8,1962.35068493151,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",10,6.1,1962.35342465753,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",13,3.9,1962.36164383562,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",20,1.7,1962.38082191781,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",23,3.3,1962.38904109589,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",25,1.7,1962.39452054795,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",27,3.3,1962.4,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,5,"TMIN",28,3.3,1962.40273972603,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,6,"TMIN",3,6.1,1962.41917808219,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,6,"TMIN",5,4.4,1962.42465753425,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,6,"TMIN",6,3.3,1962.42739726027,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,6,"TMIN",8,8.3,1962.43287671233,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,6,"TMIN",10,6.1,1962.43835616438,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,6,"TMIN",20,8.3,1962.46575342466,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,6,"TMIN",30,7.8,1962.49315068493,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",1,10,1962.49589041096,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",3,6.1,1962.50136986301,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",5,6.1,1962.50684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",13,8.9,1962.52876712329,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",14,6.7,1962.53150684932,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",17,5,1962.5397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",30,10,1962.57534246575,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,7,"TMIN",31,11.1,1962.57808219178,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,8,"TMIN",7,4.4,1962.59726027397,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,8,"TMIN",8,1.7,1962.6,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,8,"TMIN",12,10,1962.61095890411,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,8,"TMIN",20,12.2,1962.63287671233,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,8,"TMIN",31,9.4,1962.66301369863,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,9,"TMIN",3,10.6,1962.67123287671,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,9,"TMIN",14,0.6,1962.70136986301,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,9,"TMIN",28,2.8,1962.7397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,10,"TMIN",2,7.8,1962.75068493151,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,10,"TMIN",15,7.8,1962.78630136986,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,10,"TMIN",21,7.2,1962.80273972603,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,10,"TMIN",22,3.3,1962.80547945205,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,10,"TMIN",27,-3.3,1962.81917808219,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,10,"TMIN",31,1.1,1962.8301369863,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",2,-1.1,1962.83561643836,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",8,4.4,1962.85205479452,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",11,3.3,1962.8602739726,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",16,-8.3,1962.87397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",21,-8.3,1962.88767123288,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",22,-5.6,1962.8904109589,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",25,-1.1,1962.89863013699,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,11,"TMIN",28,2.8,1962.90684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1962,12,"TMIN",24,1.7,1962.97808219178,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,1,"TMIN",12,-16.1,1963.0301369863,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,1,"TMIN",13,-15.6,1963.03287671233,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,1,"TMIN",19,-12.2,1963.04931506849,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,1,"TMIN",27,0.6,1963.07123287671,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,1,"TMIN",28,-8.3,1963.07397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,1,"TMIN",31,-1.7,1963.08219178082,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,2,"TMIN",6,-3.9,1963.09863013699,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,2,"TMIN",10,-2.2,1963.1095890411,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,2,"TMIN",12,-2.2,1963.11506849315,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,2,"TMIN",13,-17.2,1963.11780821918,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,2,"TMIN",24,-13.9,1963.14794520548,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,2,"TMIN",26,-6.7,1963.15342465753,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,3,"TMIN",30,1.7,1963.24109589041,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,4,"TMIN",9,-4.4,1963.26849315068,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,4,"TMIN",15,-3.3,1963.28493150685,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,4,"TMIN",16,-5,1963.28767123288,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,4,"TMIN",17,2.2,1963.2904109589,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,4,"TMIN",20,-2.8,1963.29863013699,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,5,"TMIN",6,2.2,1963.34246575342,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,5,"TMIN",12,2.2,1963.35890410959,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,5,"TMIN",13,5,1963.36164383562,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,5,"TMIN",30,0,1963.40821917808,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,6,"TMIN",16,10,1963.45479452055,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,6,"TMIN",17,3.3,1963.45753424658,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,6,"TMIN",20,0.6,1963.46575342466,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,6,"TMIN",23,5,1963.47397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,6,"TMIN",28,7.8,1963.48767123288,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",2,10,1963.49863013699,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",6,6.1,1963.5095890411,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",10,6.7,1963.52054794521,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",11,2.8,1963.52328767123,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",18,1.7,1963.54246575342,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",20,8.3,1963.54794520548,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",21,4.4,1963.55068493151,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",26,3.9,1963.56438356164,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",27,2.8,1963.56712328767,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,7,"TMIN",31,6.1,1963.57808219178,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,8,"TMIN",2,13.3,1963.58356164384,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,8,"TMIN",3,9.4,1963.58630136986,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,8,"TMIN",4,10.6,1963.58904109589,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,8,"TMIN",10,1.7,1963.60547945205,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,8,"TMIN",18,7.8,1963.62739726027,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,8,"TMIN",27,7.8,1963.65205479452,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,8,"TMIN",28,3.9,1963.65479452055,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,9,"TMIN",5,6.7,1963.67671232877,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,9,"TMIN",8,2.2,1963.68493150685,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,9,"TMIN",16,10.6,1963.70684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,9,"TMIN",22,5.6,1963.72328767123,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,11,"TMIN",7,6.7,1963.84931506849,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,11,"TMIN",24,0,1963.89589041096,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,11,"TMIN",28,-3.3,1963.90684931507,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,12,"TMIN",2,2.8,1963.91780821918,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,12,"TMIN",8,-1.1,1963.93424657534,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,12,"TMIN",10,-6.7,1963.9397260274,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,12,"TMIN",14,-2.8,1963.95068493151,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,12,"TMIN",21,-3.9,1963.9698630137,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,12,"TMIN",27,0,1963.98630136986,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1963,12,"TMIN",31,0,1963.99726027397,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,1,"TMIN",2,-1.7,1964.00273224044,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,1,"TMIN",5,-2.8,1964.01092896175,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,1,"TMIN",8,1.7,1964.01912568306,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,1,"TMIN",14,-0.6,1964.03551912568,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,1,"TMIN",27,0.6,1964.07103825137,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,1,"TMIN",30,0.6,1964.07923497268,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,2,"TMIN",12,1.1,1964.11475409836,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,2,"TMIN",14,-4.4,1964.12021857923,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,3,"TMIN",1,-4.4,1964.16393442623,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,3,"TMIN",16,-2.8,1964.20491803279,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,3,"TMIN",19,-1.7,1964.2131147541,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,3,"TMIN",22,0.6,1964.22131147541,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,3,"TMIN",25,1.1,1964.22950819672,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,3,"TMIN",28,2.2,1964.23770491803,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",2,0,1964.25136612022,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",7,-3.9,1964.2650273224,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",8,5,1964.26775956284,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",11,5.6,1964.27595628415,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",14,0,1964.28415300546,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",18,1.1,1964.29508196721,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",21,4.4,1964.30327868852,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",24,3.3,1964.31147540984,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",25,3.3,1964.31420765027,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,4,"TMIN",26,5,1964.31693989071,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,5,"TMIN",10,3.3,1964.35519125683,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,5,"TMIN",12,8.9,1964.3606557377,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,5,"TMIN",13,4.4,1964.36338797814,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,6,"TMIN",8,9.4,1964.43442622951,57.0367,-3.22,283,"BALMORAL"
"UKE00105875",1964,6,"TMIN",12,7.2,1964.44535519126,57.0367,-3.22,283,"BALMORAL"
